id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Fibro|Fibro	Fibro|Mac	Mac|Fibro	Mac|Mac
CPI-CS085EF890A	ACVR_1B2B receptor_INHBB	complex:ACVR_1B2B receptor	simple:P09529		INHBB	True	True	False	curated	False	0.041	0.054	0.056	0.068
CPI-CS007ADC2D1	ACVR_1C2A receptor_INHBB	complex:ACVR_1C2A receptor	simple:P09529		INHBB	True	True	False	curated	False	0.004	0.017	0.022	0.034
CPI-CS0E4E75E3B	BMPR1A_BMPR2_BMP2	complex:BMPR1A_BMPR2	simple:P12643		BMP2	True	True	False	curated	False	0.441	0.0	0.326	0.0
CPI-CS028ACED72	BMPR1B_BMPR2_BMP2	complex:BMPR1B_BMPR2	simple:P12643		BMP2	True	True	False	curated	False	0.285	0.0	0.1	0.0
CPI-CS075442484	BMR1A_ACR2A_BMP2	complex:BMR1A_ACR2A	simple:P12643		BMP2	True	True	False	curated	False	0.415	0.0	0.274	0.0
CPI-CS0BE59B43E	BMR1A_AVR2B_BMP2	complex:BMR1A_AVR2B	simple:P12643		BMP2	True	True	False	curated	False	0.06	0.0	0.075	0.0
CPI-CS08A043594	BMR1B_AVR2A_BMP2	complex:BMR1B_AVR2A	simple:P12643		BMP2	True	True	False	curated	False	0.285	0.0	0.1	0.0
CPI-CS058910188	BMR1B_AVR2B_BMP2	complex:BMR1B_AVR2B	simple:P12643		BMP2	True	True	False	curated	False	0.06	0.0	0.075	0.0
CPI-CS0E54FF657	BMPR1A_BMPR2_BMP4	complex:BMPR1A_BMPR2	simple:P12644		BMP4	True	True	False	curated	False	0.7	0.53	0.585	0.415
CPI-CS0107C51C6	BMPR1B_BMPR2_BMP4	complex:BMPR1B_BMPR2	simple:P12644		BMP4	True	True	False	curated	False	0.544	0.374	0.359	0.189
CPI-CS012D15A88	BMR1A_ACR2A_BMP4	complex:BMR1A_ACR2A	simple:P12644		BMP4	True	True	False	curated	False	0.674	0.504	0.533	0.363
CPI-CS0BCDC40FC	BMR1A_AVR2B_BMP4	complex:BMR1A_AVR2B	simple:P12644		BMP4	True	True	False	curated	False	0.319	0.149	0.334	0.164
CPI-CS02957B1BF	BMR1B_AVR2A_BMP4	complex:BMR1B_AVR2A	simple:P12644		BMP4	True	True	False	curated	False	0.544	0.374	0.359	0.189
CPI-CS0E997FABD	BMR1B_AVR2B_BMP4	complex:BMR1B_AVR2B	simple:P12644		BMP4	True	True	False	curated	False	0.319	0.149	0.334	0.164
CPI-CS09CECD20D	BMPR1A_BMPR2_GDF5	complex:BMPR1A_BMPR2	simple:P43026		GDF5	True	True	False	curated	False	0.419	0.0	0.305	0.0
CPI-CS0700FDD27	BMPR1B_BMPR2_GDF5	complex:BMPR1B_BMPR2	simple:P43026		GDF5	True	True	False	curated	False	0.264	0.0	0.078	0.0
CPI-CS0DAA66443	BMR1A_ACR2A_GDF5	complex:BMR1A_ACR2A	simple:P43026		GDF5	True	True	False	curated	False	0.394	0.0	0.253	0.0
CPI-CS036BF2AC7	BMR1A_AVR2B_GDF5	complex:BMR1A_AVR2B	simple:P43026		GDF5	True	True	False	curated	False	0.039	0.0	0.054	0.0
CPI-CS069E2161D	BMR1B_AVR2A_GDF5	complex:BMR1B_AVR2A	simple:P43026		GDF5	True	True	False	curated	False	0.264	0.0	0.078	0.0
CPI-CS089A36491	BMR1B_AVR2B_GDF5	complex:BMR1B_AVR2B	simple:P43026		GDF5	True	True	False	curated	False	0.039	0.0	0.054	0.0
CPI-CS0B9A4CA4D	BMPR1A_BMPR2_GDF6	complex:BMPR1A_BMPR2	simple:Q6KF10		GDF6	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS0C623F17A	BMPR1B_BMPR2_GDF6	complex:BMPR1B_BMPR2	simple:Q6KF10		GDF6	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS04C402DFB	BMR1A_ACR2A_GDF6	complex:BMR1A_ACR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS0546460D1	BMR1A_AVR2B_GDF6	complex:BMR1A_AVR2B	simple:Q6KF10		GDF6	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS0D9226707	BMR1B_AVR2A_GDF6	complex:BMR1B_AVR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS027F8BD7E	BMR1B_AVR2B_GDF6	complex:BMR1B_AVR2B	simple:Q6KF10		GDF6	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS0CFA0E4C5	BMPR1A_BMPR2_GDF7	complex:BMPR1A_BMPR2	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.419	0.0	0.305	0.0
CPI-CS027D7A724	BMPR1B_BMPR2_GDF7	complex:BMPR1B_BMPR2	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.264	0.0	0.078	0.0
CPI-CS05789C9A0	BMR1A_ACR2A_GDF7	complex:BMR1A_ACR2A	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.394	0.0	0.253	0.0
CPI-CS0E5078EDE	BMR1A_AVR2B_GDF7	complex:BMR1A_AVR2B	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.039	0.0	0.054	0.0
CPI-CS0BDA0D08C	BMR1B_AVR2A_GDF7	complex:BMR1B_AVR2A	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.264	0.0	0.078	0.0
CPI-CS055E15573	BMR1B_AVR2B_GDF7	complex:BMR1B_AVR2B	simple:Q7Z4P5		GDF7	True	True	False	curated	False	0.039	0.0	0.054	0.0
CPI-CS0A8F7D89F	BMPR1B_BMPR2_BMP15	complex:BMPR1B_BMPR2	simple:O95972		BMP15	True	True	False	curated	False	0.0	0.281	0.0	0.095
CPI-CS0569B9B91	BMPR1B_BMPR2_BMPR1A	complex:BMPR1B_BMPR2	simple:P36894		BMPR1A	False	True	True	curated	False	0.682	0.567	0.497	0.382
CPI-CS04F78ACD6	ACVR_1B2A receptor_GDF11	complex:ACVR_1B2A receptor	simple:O95390		GDF11	True	True	False	curated	False	0.079	0.089	0.15	0.159
CPI-CS0384572FE	ACVR_1B2B receptor_GDF11	complex:ACVR_1B2B receptor	simple:O95390		GDF11	True	True	False	curated	False	0.049	0.059	0.064	0.074
CPI-CS0C8F1E01F	ACVR_1B2A receptor_BMP3	complex:ACVR_1B2A receptor	simple:P12645		BMP3	True	True	False	curated	False	0.071	0.0	0.141	0.0
CPI-CS0E7C1314F	ACVR_1B2B receptor_GDF1	complex:ACVR_1B2B receptor	simple:P27539		GDF1	True	True	False	curated	False	0.049	0.059	0.064	0.074
CPI-CS06C0EEFCB	ACVR_1B2B receptor_GDF10	complex:ACVR_1B2B receptor	simple:P55107		GDF10	True	True	False	curated	False	0.056	0.0	0.071	0.0
CPI-CS0B2F2EF5D	ACVR_1B2B receptor_GDF3	complex:ACVR_1B2B receptor	simple:Q9NR23		GDF3	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS0EB5F7B6F	CNTF-1R_CLCF1	complex:CNTF-1R	simple:Q9UBD9		CLCF1	True	True	False	curated	False	0.246	0.259	0.081	0.094
CPI-CS067298D94	FLT1 complex_VEGFA	complex:FLT1 complex	simple:P15692		VEGFA	True	True	False	curated	False	0.27	0.365	0.25	0.345
CPI-CS073D36B1D	FLT1 complex_PGF	complex:FLT1 complex	simple:P49763		PGF	True	True	False	curated	False	0.078	0.0	0.059	0.0
CPI-CS077F1340A	FLT1 complex_VEGFB	complex:FLT1 complex	simple:P49765		VEGFB	True	True	False	curated	False	0.127	0.208	0.107	0.188
CPI-CS0E5D1ECCE	PlexinA1_complex3_SEMA3A	complex:PlexinA1_complex3	simple:Q14563		SEMA3A	True	True	False	curated	False	0.135	0.057	0.123	0.045
CPI-CS0D238C22B	PlexinA2_complex1_SEMA3A	complex:PlexinA2_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	0.336	0.258	0.266	0.189
CPI-CS0AA769F5B	PlexinA3_complex1_SEMA3A	complex:PlexinA3_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	0.095	0.017	0.0	0.0
CPI-CS0AB19226A	PlexinA4_complex1_SEMA3A	complex:PlexinA4_complex1	simple:Q14563		SEMA3A	True	True	False	curated	False	0.245	0.168	0.414	0.337
CPI-CS0C9EE65C2	FcRn complex_ALB	complex:FcRn complex	simple:P02768		ALB	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-SC0D089F0A9	IFNK_Type I IFNR	simple:Q9P0W0	complex:Type I IFNR	IFNK		True	False	True	curated	False	0.075	0.132	0.0	0.0
CPI-CS06072FF4E	IL1 receptor_IL1A	complex:IL1 receptor	simple:P01583		IL1A	True	True	False	curated	False	0.092	0.0	0.114	0.0
CPI-CS05426BFFA	IL1 receptor_IL1B	complex:IL1 receptor	simple:P01584		IL1B	True	True	False	curated	False	0.092	0.11	0.114	0.132
CPI-CS0DEBE7B69	IL1 receptor_IL1RN	complex:IL1 receptor	simple:P18510		IL1RN	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS0DDFD82E7	IL11 receptor_IL11	complex:IL11 receptor	simple:P20809		IL11	True	True	False	curated	False	0.124	0.0	0.073	0.0
CPI-CS00BF6CD40	IL13 receptor_IL4	complex:IL13 receptor	simple:P05112		IL4	True	True	False	curated	False	0.03	0.0	0.021	0.0
CPI-CS0558AB6A5	IL17 receptor AC_IL17F	complex:IL17 receptor AC	simple:Q96PD4		IL17F	True	True	False	curated	False	0.021	0.0	0.02	0.0
CPI-CS0D9B5AB86	IL36 receptor_IL36G	complex:IL36 receptor	simple:Q9NZH8		IL36G	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS04BB8F1EC	IL36 receptor_IL36RN	complex:IL36 receptor	simple:Q9UBH0		IL36RN	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS0F6472748	IL36 receptor_IL36A	complex:IL36 receptor	simple:Q9UHA7		IL36A	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS063AE1C91	IL6 receptor_IL6	complex:IL6 receptor	simple:P05231		IL6	True	True	False	curated	False	0.142	0.0	0.173	0.0
CPI-CS0E661878B	LIFR_OSM	complex:LIFR	simple:P13725		OSM	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS06D50EBF8	OSMR_OSM	complex:OSMR	simple:P13725		OSM	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS07B61574B	LIFR_LIF	complex:LIFR	simple:P15018		LIF	True	True	False	curated	False	0.328	0.0	0.243	0.0
CPI-CS07557A266	MIS receptor 1_AMH	complex:MIS receptor 1	simple:P03971		AMH	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS0F670E8BC	MIS receptor 2_AMH	complex:MIS receptor 2	simple:P03971		AMH	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-CS0D4BB4458	MIS receptor 3_AMH	complex:MIS receptor 3	simple:P03971		AMH	True	True	False	curated	False	0.0	0.0	0.0	0.0
CPI-SC033E22B14	PDGFB_PDGFR complex	simple:P01127	complex:PDGFR complex	PDGFB		True	False	True	curated	False	0.436	0.185	0.508	0.257
CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	GDF11		True	False	True	curated	False	0.355	0.519	0.365	0.529
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	GDF11		True	False	True	curated	False	0.049	0.064	0.059	0.074
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	TGFB1		True	False	True	curated	False	0.29	0.479	0.403	0.591
CPI-SC0D5CFA431	TGFB3_TGFbeta receptor1	simple:P10600	complex:TGFbeta receptor1	TGFB3		True	False	True	curated	False	0.189	0.378	0.0	0.0
CPI-SC03DD946B2	TGFB2_TGFbeta receptor1	simple:P61812	complex:TGFbeta receptor1	TGFB2		True	False	True	curated	False	0.246	0.435	0.284	0.473
CPI-SC0984894BC	TGFB1_TGFbeta receptor2	simple:P01137	complex:TGFbeta receptor2	TGFB1		True	False	True	curated	False	0.296	0.294	0.409	0.407
CPI-SC0077CEB82	TGFB3_TGFbeta receptor2	simple:P10600	complex:TGFbeta receptor2	TGFB3		True	False	True	curated	False	0.195	0.193	0.0	0.0
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	TGFB2		True	False	True	curated	False	0.252	0.25	0.29	0.289
CPI-SC0E5218AA4	NRG1_a6b4 complex	simple:Q02297	complex:a6b4 complex	NRG1		True	True	False	curated	True	0.149	0.0	0.325	0.0
CPI-SC0A68C5F13	IGF1_a6b4 complex	simple:P05019	complex:a6b4 complex	IGF1		True	False	False	curated	True	0.083	0.0	0.106	0.0
CPI-SC0FDB4B6D9	GDF9_TGFR_BMPR2	simple:O60383	complex:TGFR_BMPR2	GDF9		True	False	True	curated	False	0.345	0.509	0.0	0.0
CPI-SC09E5431A2	IFNG_Type II IFNR	simple:P01579	complex:Type II IFNR	IFNG		True	False	True	curated	False	0.0	0.0	0.0	0.0
CPI-CS0BAF97962	PDGFR complex_PDGFD	complex:PDGFR complex	simple:Q9GZP0		PDGFD	True	True	False	curated	False	0.77	0.889	0.519	0.638
CPI-CS0C57A3081	PlexinA1_complex1_SEMA6D	complex:PlexinA1_complex1	simple:Q8NFY4		SEMA6D	False	True	False	curated	False	0.211	0.125	0.199	0.113
